id,time,outcome,cash_transfer,food_subsidy,training_program,income,income_volatility,household_size,urban,cost_index,health_index,education_index,cash_transfer_flag,food_subsidy_flag,months_since_treatment,cost_cash,cost_food,cost_training,stateid,distid,psuid,poor,nrega_program,nrega_amount
10201100,1,1,0.0,317.5796251355971,1,2272.0,0.3,12,0,1.5914482123980036,0.6748290631966206,0.6129834206915287,0,1,0,0.0,317.5796251355971,2000,1,2,1,0,0,0.0
10201200,1,1,0.0,0.0,0,910.0,0.3,8,0,1.5914482123980036,0.27105472908792577,0.7257830881542204,0,0,0,0.0,0.0,0,1,2,1,0,0,0.0
10202100,1,1,1019.1844770135283,0.0,0,5921.0,0.3,3,0,1.5914482123980036,0.7315979014619777,0.16534565300767473,1,0,0,1121.1029247148813,0.0,0,1,2,2,0,0,0.0
10202200,1,1,0.0,0.0,0,972.0,0.3,7,0,1.5914482123980036,0.4435726612529626,0.66677175099644,0,0,0,0.0,0.0,0,1,2,2,0,0,0.0
10203100,1,1,0.0,478.27946058844435,0,718.0,0.3,11,0,1.5914482123980036,0.20183633120300837,0.6941839014090283,0,1,0,0.0,478.27946058844435,0,1,2,3,0,0,0.0
10203200,1,1,0.0,523.6513781263003,0,1427.0,0.3,6,0,1.5914482123980036,0.19544953081357408,0.5471777607398852,0,1,0,0.0,523.6513781263003,0,1,2,3,0,0,0.0
10204100,1,1,872.0099746189567,782.7589591173833,0,736.0,0.3,7,0,1.5914482123980036,0.2319253950773601,0.27145535656256103,1,1,0,959.2109720808525,782.7589591173833,0,1,2,4,0,0,0.0
10204200,1,1,992.8686381905758,0.0,0,1236.0,0.3,4,0,1.5914482123980036,0.812458187395026,0.5313476700009401,1,0,0,1092.1555020096334,0.0,0,1,2,4,0,0,0.0
10205100,1,1,0.0,0.0,0,1369.0,0.3,7,0,1.5914482123980036,0.892750257807238,0.5021639054522483,0,0,0,0.0,0.0,0,1,2,5,0,0,0.0
10205200,1,1,483.7641254899372,0.0,0,1027.0,0.3,9,0,1.5914482123980036,0.3855790393610268,0.48056807710943694,1,0,0,532.140538038931,0.0,0,1,2,5,0,0,0.0
10206100,1,1,0.0,528.8823063520671,0,1006.0,0.3,6,1,1.5914482123980036,0.3337150817642381,0.46851193237374733,0,1,0,0.0,528.8823063520671,0,1,2,6,0,0,0.0
10207100,1,1,0.0,0.0,0,1359.0,0.3,6,1,1.5914482123980036,0.27501677807546987,0.1886604530332158,0,0,0,0.0,0.0,0,1,2,7,0,0,0.0
10301100,1,1,0.0,0.0,0,1994.0,0.3,5,1,1.5914482123980036,0.7590531817337964,0.24631398788589182,0,0,0,0.0,0.0,0,1,3,1,0,0,0.0
10302100,1,1,518.1788227177053,654.648063570384,0,2356.0,0.3,7,1,1.5914482123980036,0.26736598593510086,0.17786567076107387,1,1,0,569.9967049894759,654.648063570384,0,1,3,2,0,0,0.0
10303100,1,1,0.0,310.5749116747081,0,859.0,0.3,10,1,1.5914482123980036,0.8392721039442158,0.29398226213438755,0,1,0,0.0,310.5749116747081,0,1,3,3,0,0,0.0
10304100,1,1,0.0,509.46648899197305,0,441.0,0.3,5,1,1.5914482123980036,0.6338803031770261,0.3107814261845384,0,1,0,0.0,509.46648899197305,0,1,3,4,0,0,0.0
10305100,1,1,0.0,687.9325326013934,0,1183.0,0.3,2,1,1.5914482123980036,0.8177022333353557,0.2960606891944363,0,1,0,0.0,687.9325326013934,0,1,3,5,0,0,0.0
10306100,1,1,0.0,0.0,0,1118.0,0.3,4,1,1.5914482123980036,0.543207883515317,0.26874325454848275,0,0,0,0.0,0.0,0,1,3,6,0,0,0.0
10307100,1,1,0.0,0.0,0,2454.0,0.3,5,1,1.5914482123980036,0.6525438897459974,0.6883376363878312,0,0,0,0.0,0.0,0,1,3,7,0,0,0.0
10308100,1,1,0.0,402.4896164129554,0,3271.0,0.3,5,1,1.5914482123980036,0.5955664805261661,0.7548523196784943,0,1,0,0.0,402.4896164129554,0,1,3,8,0,0,0.0
10309100,1,1,0.0,0.0,0,1133.0,0.3,5,1,1.5914482123980036,0.7649563650590375,0.3616873732580559,0,0,0,0.0,0.0,0,1,3,9,0,0,0.0
10501100,1,1,0.0,326.1395516343798,0,1707.0,0.3,3,0,1.5914482123980036,0.7686886489487049,0.34410311334755916,0,1,0,0.0,326.1395516343798,0,1,5,1,0,0,0.0
10501200,1,1,848.5254828005454,726.2713224377502,0,613.0,0.3,6,0,1.5914482123980036,0.5718343998761001,0.7752258798020064,1,1,0,933.3780310806001,726.2713224377502,0,1,5,1,0,0,0.0
10502100,1,1,0.0,399.0981932108341,0,2719.0,0.3,6,0,1.5914482123980036,0.6060061194638179,0.5991391213326328,0,1,0,0.0,399.0981932108341,0,1,5,2,0,0,0.0
10502200,1,1,0.0,0.0,0,1055.0,0.3,9,0,1.5914482123980036,0.837500736398264,0.334750659831246,0,0,0,0.0,0.0,0,1,5,2,0,0,0.0
10504100,1,1,0.0,0.0,1,1024.0,0.3,12,0,1.5914482123980036,0.8438931871719756,0.6708898340692657,0,0,0,0.0,0.0,2000,1,5,4,0,0,0.0
10504200,1,1,453.7829084566484,661.3417872372434,0,4992.0,0.3,8,0,1.5914482123980036,0.6313998271161453,0.37567424818653394,1,1,0,499.16119930231326,661.3417872372434,0,1,5,4,0,0,0.0
10505100,1,1,0.0,0.0,0,798.0,0.3,6,0,1.5914482123980036,0.10620342253853084,0.5692444914737385,0,0,0,0.0,0.0,0,1,5,5,0,0,0.0
10505200,1,1,0.0,0.0,0,746.0,0.3,5,0,1.5914482123980036,0.1835289718031528,0.8941072239902412,0,0,0,0.0,0.0,0,1,5,5,0,0,0.0
10506100,1,1,1064.8427527178706,363.31856275918716,0,840.0,0.3,6,0,1.5914482123980036,0.7863540254195329,0.3412755001728266,1,1,0,1171.3270279896576,363.31856275918716,0,1,5,6,0,0,0.0
10506200,1,1,0.0,0.0,0,1214.0,0.3,9,0,1.5914482123980036,0.1677712930966412,0.8444208005666666,0,0,0,0.0,0.0,0,1,5,6,0,0,0.0
11201100,1,1,0.0,546.5150625794012,0,1349.0,0.3,3,0,1.5914482123980036,0.2708153446840531,0.35652193142775856,0,1,0,0.0,546.5150625794012,0,1,12,1,0,0,0.0
11201200,1,1,0.0,340.9692195190731,0,1505.0,0.3,6,0,1.5914482123980036,0.28443734417732147,0.5322293634998587,0,1,0,0.0,340.9692195190731,0,1,12,1,0,0,0.0
11203100,1,1,0.0,0.0,0,1524.0,0.3,5,0,1.5914482123980036,0.5801878158239239,0.46798703167923195,0,0,0,0.0,0.0,0,1,12,3,0,0,0.0
11203200,1,1,644.6070585245591,0.0,0,1559.0,0.3,8,0,1.5914482123980036,0.5613062383070114,0.726527649875149,1,0,0,709.067764377015,0.0,0,1,12,3,0,0,0.0
11204100,1,1,0.0,0.0,0,2994.0,0.3,6,0,1.5914482123980036,0.33153401873632027,0.14887415958559586,0,0,0,0.0,0.0,0,1,12,4,0,0,0.0
11204200,1,1,0.0,488.12966466521095,0,433.0,0.3,9,0,1.5914482123980036,0.2660890924547543,0.6016978432549311,0,1,0,0.0,488.12966466521095,0,1,12,4,0,0,0.0
11206100,1,1,0.0,761.6430105069678,0,1247.0,0.3,4,0,1.5914482123980036,0.7116256238859807,0.7085335554790583,0,1,0,0.0,761.6430105069678,0,1,12,6,0,0,0.0
11206200,1,1,0.0,0.0,0,759.0,0.3,8,0,1.5914482123980036,0.848364924484781,0.4777158811056954,0,0,0,0.0,0.0,0,1,12,6,0,0,0.0
11301100,1,1,0.0,0.0,0,1919.0,0.3,4,0,1.5914482123980036,0.14224454393315097,0.18423408523024432,0,0,0,0.0,0.0,0,1,13,1,0,0,0.0
11301200,1,1,0.0,651.1993605402993,0,1416.0,0.3,4,0,1.5914482123980036,0.20654437016389027,0.2958440107878505,0,1,0,0.0,651.1993605402993,0,1,13,1,0,0,0.0
11302200,1,1,926.6856737482368,0.0,0,1466.0,0.3,2,0,1.5914482123980036,0.613731190964566,0.643737896080691,1,0,0,1019.3542411230605,0.0,0,1,13,2,0,0,0.0
11303100,1,1,0.0,794.5626595543667,0,840.0,0.3,6,0,1.5914482123980036,0.7435531613371406,0.8163499084002521,0,1,0,0.0,794.5626595543667,0,1,13,3,0,0,0.0
11303200,1,1,0.0,0.0,0,646.0,0.3,4,0,1.5914482123980036,0.7329509350211197,0.437286885600391,0,0,0,0.0,0.0,0,1,13,3,0,0,0.0
11304100,1,1,0.0,636.0297513308677,0,2512.0,0.3,5,0,1.5914482123980036,0.6757465224661514,0.5483296280626074,0,1,0,0.0,636.0297513308677,0,1,13,4,0,0,0.0
11305100,1,1,0.0,0.0,0,648.0,0.3,3,0,1.5914482123980036,0.8099423635984736,0.28270802938148965,0,0,0,0.0,0.0,0,1,13,5,0,0,0.0
11305200,1,1,0.0,356.8230193483597,1,666.0,0.3,2,0,1.5914482123980036,0.27387910365665025,0.4297706512294972,0,1,0,0.0,356.8230193483597,2000,1,13,5,0,0,0.0
11306100,1,1,903.2905147843443,0.0,0,2577.0,0.3,5,1,1.5914482123980036,0.18583275719355774,0.36943184621639324,1,0,0,993.6195662627788,0.0,0,1,13,6,0,0,0.0
11307100,1,1,0.0,0.0,0,1402.0,0.3,5,1,1.5914482123980036,0.5922903760730946,0.624420438377219,0,0,0,0.0,0.0,0,1,13,7,0,0,0.0
11308100,1,1,0.0,701.1368485737389,0,0.0,0.3,7,1,1.5914482123980036,0.7578207132187459,0.8877591613400888,0,1,0,0.0,701.1368485737389,0,1,13,8,0,0,0.0
11309100,1,1,0.0,0.0,0,1186.0,0.3,5,1,1.5914482123980036,0.5656348627844586,0.750642761588549,0,0,0,0.0,0.0,0,1,13,9,0,1,1200.0
11310100,1,1,0.0,0.0,0,519.0,0.3,5,1,1.5914482123980036,0.870397989967125,0.25373166794094815,0,0,0,0.0,0.0,0,1,13,10,0,0,0.0
11311100,1,1,676.9028320572703,0.0,0,877.0,0.3,5,1,1.5914482123980036,0.7364515691134316,0.5621428746454135,1,0,0,744.5931152629973,0.0,0,1,13,11,0,0,0.0
11312100,1,1,0.0,0.0,0,1910.0,0.3,4,1,1.5914482123980036,0.6606334407274087,0.15312937195872128,0,0,0,0.0,0.0,0,1,13,12,0,0,0.0
11314100,1,1,975.5815145411716,0.0,0,3499.0,0.3,5,1,1.5914482123980036,0.14820583269738688,0.2975323894741084,1,0,0,1073.1396659952889,0.0,0,1,13,14,0,0,0.0
11315200,1,1,1162.0687850539352,0.0,1,2098.0,0.3,4,0,1.5914482123980036,0.1861937909853457,0.23777414084831233,1,0,0,1278.275663559329,0.0,2000,1,13,15,0,0,0.0
20101111,1,1,0.0,678.155048490147,0,461.0,0.3,5,0,1.121823340113407,0.7278701060729554,0.36843643011157035,0,1,0,0.0,678.155048490147,0,2,1,1,0,0,0.0
20102111,1,1,0.0,569.8308944515762,0,1780.0,0.3,2,0,1.121823340113407,0.2585903404616235,0.6430511752353708,0,1,0,0.0,569.8308944515762,0,2,1,2,0,0,0.0
20104111,1,1,0.0,338.74181327774136,0,1363.0,0.3,5,0,1.121823340113407,0.12306814086319245,0.4995146535334615,0,1,0,0.0,338.74181327774136,0,2,1,4,0,0,0.0
20105100,1,1,1085.358578502055,309.0145044794561,0,388.0,0.3,6,0,1.121823340113407,0.8286085485975719,0.8463274078633741,1,1,0,1193.8944363522605,309.0145044794561,0,2,1,5,0,0,0.0
20106100,1,1,0.0,351.16608976703156,0,1127.0,0.3,3,0,1.121823340113407,0.8126442989609873,0.270199071878807,0,1,0,0.0,351.16608976703156,0,2,1,6,0,0,0.0
20106200,1,1,0.0,505.2493568486897,0,1662.0,0.3,8,0,1.121823340113407,0.2747870617851935,0.3913673170031522,0,1,0,0.0,505.2493568486897,0,2,1,6,0,1,2400.0
20201111,1,1,0.0,0.0,0,2580.0,0.3,3,0,1.121823340113407,0.7241650064583637,0.3638820614339756,0,0,0,0.0,0.0,0,2,2,1,0,1,2400.0
20201112,1,1,0.0,618.7012406046108,0,627.0,0.3,3,0,1.121823340113407,0.13838372896932408,0.288770900767944,0,1,0,0.0,618.7012406046108,0,2,2,1,0,0,0.0
20201113,1,1,0.0,700.9129499377575,0,719.0,0.3,3,0,1.121823340113407,0.32804640305861044,0.8945366153009957,0,1,0,0.0,700.9129499377575,0,2,2,1,0,0,0.0
20201211,1,1,0.0,0.0,0,627.0,0.3,7,0,1.121823340113407,0.5989335266052999,0.4097804363544436,0,0,0,0.0,0.0,0,2,2,1,0,0,0.0
20202111,1,1,0.0,480.8330415975214,0,558.0,0.3,7,0,1.121823340113407,0.7105431969267084,0.8524071843996788,0,1,0,0.0,480.8330415975214,0,2,2,2,0,0,0.0
20202211,1,1,0.0,0.0,0,939.0,0.3,3,0,1.121823340113407,0.10831935103055167,0.4123787790823916,0,0,0,0.0,0.0,0,2,2,2,0,0,0.0
20202212,1,1,768.8426644217506,737.9665110931026,0,996.0,0.3,3,0,1.121823340113407,0.36096689061899523,0.26327334299252875,1,1,0,845.7269308639256,737.9665110931026,0,2,2,2,0,0,0.0
20202213,1,1,0.0,0.0,0,887.0,0.3,3,0,1.121823340113407,0.2714764480509392,0.19536506454616892,0,0,0,0.0,0.0,0,2,2,2,0,0,0.0
20202221,1,1,927.5837426294286,0.0,0,2783.0,0.3,4,0,1.121823340113407,0.899024324598979,0.7844505545404041,1,0,0,1020.3421168923716,0.0,0,2,2,2,0,0,0.0
20203111,1,1,447.39876191978203,556.1302819381303,0,930.0,0.3,6,0,1.121823340113407,0.636785785908188,0.1256781123880626,1,1,0,492.13863811176026,556.1302819381303,0,2,2,3,0,1,1200.0
20203112,1,1,1166.0834968929366,543.6874039606224,0,738.0,0.3,4,0,1.121823340113407,0.4245371623037951,0.8715156706714251,1,1,0,1282.6918465822305,543.6874039606224,0,2,2,3,0,0,0.0
20203211,1,1,0.0,0.0,0,1501.0,0.3,7,0,1.121823340113407,0.16052208158454803,0.4345529694284388,0,0,0,0.0,0.0,0,2,2,3,0,0,0.0
20204111,1,1,0.0,0.0,1,6116.0,0.3,2,0,1.121823340113407,0.578936206005571,0.29789948086748574,0,0,0,0.0,0.0,2000,2,2,4,0,0,0.0
20205111,1,1,0.0,0.0,0,682.0,0.3,3,0,1.121823340113407,0.6133611767488514,0.59395690577229,0,0,0,0.0,0.0,0,2,2,5,0,1,2400.0
20205211,1,1,0.0,0.0,0,632.0,0.3,5,0,1.121823340113407,0.7531247420025081,0.20633039346894907,0,0,0,0.0,0.0,0,2,2,5,0,1,2400.0
20206100,1,1,536.5856608904397,325.161466467332,0,1296.0,0.3,3,0,1.121823340113407,0.33086148233549084,0.1577164588530846,1,1,0,590.2442269794838,325.161466467332,0,2,2,6,0,0,0.0
20206200,1,1,0.0,331.45373800901194,0,4711.0,0.3,5,0,1.121823340113407,0.8851424643840772,0.7622266815276536,0,1,0,0.0,331.45373800901194,0,2,2,6,0,0,0.0
